"","id","film","revenue","budget","language","popularity","runtime","vote.average","vote.count","tagline","release.date","genres","certification","gender","actor.name"
"1533",217,"Indiana Jones and the Kingdom of the Crystal Skull",786636033,185000000,"en",14.903,122,5.9,5079,"The adventure continues . . .","2008-05-21","[28, 12]","PG-13",1,"Cate Blanchett"
"1534",7555,"Rambo",0,10000000,"en",16.42,92,6.5,2070,"Heroes never die... They just reload.","2008-01-24","[28, 53]","R",1,"Julie Benz"
"1535",9502,"Kung Fu Panda",631744560,130000000,"en",18.455,90,7.1,6932,"Prepare for awesomeness.","2008-06-04","[12, 16, 35, 10751]","PG",2,"Dustin Hoffman"
"1536",14574,"The Boy in the Striped Pyjamas",20416563,12500000,"en",11.622,94,7.8,4087,"Lines may divide us, but hope will unite us.","2008-05-07","[18, 10752]","PG-13",2,"Jack Scanlon"
"1537",4922,"The Curious Case of Benjamin Button",333932083,150000000,"en",16.612,166,7.5,7701,"Life isn't measured in minutes, but in moments.","2008-12-25","[18, 14, 9648, 53, 10749]","PG-13",2,"Brad Pitt"
"1538",12405,"Slumdog Millionaire",377910544,15000000,"en",14.545,120,7.7,6756,"What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny","2008-05-12","[18, 10749]","R",2,"Dev Patel"
"1539",2454,"The Chronicles of Narnia: Prince Caspian",419665568,225000000,"en",17.631,150,6.6,4058,"Everything you know is about to change forever.","2008-05-15","[12, 14, 10751]","PG",1,"Georgie Henley"
"1540",13053,"Bolt",309979994,150000000,"en",16.609,98,6.4,3850,"Fully Awesome. Ridonculous. Let It Begin.","2008-01-29","[16, 10751, 12, 35]","PG",1,"Miley Cyrus"
"1541",10661,"You Don't Mess with the Zohan",201596308,90000000,"en",11.898,113,5.5,2239,"Lather. Rinse. Save the world.","2008-06-05","[28, 35]","PG-13",2,"John Turturro"
"1542",10529,"Outlander",7033683,50000000,"en",10.382,115,6.2,642,"It destroyed his world. He won't let it destroy ours.","2008-04-24","[28, 14, 878]","R",1,"Sophia Myles"
"1543",12162,"The Hurt Locker",4.2e+07,15000000,"en",13.062,131,7.3,3453,"You'll know when you're in it.","2008-10-10","[18, 53, 10752]","R",2,"Jeremy Renner"
"1544",8960,"Hancock",624029371,150000000,"en",14.666,92,6.3,6132,"Bad Behavior. Bad Attitude. Real Hero.","2008-07-01","[28, 14]","PG-13",1,"Charlize Theron"
"1545",15157,"Another Cinderella Story",0,5000000,"en",11.854,90,6.6,1143,"Once upon a time....can happen again.","2008-09-16","[35, 10402]","PG",2,"Drew Seeley"
"1546",8065,"21",69823199,35000000,"en",14.339,123,6.6,2763,"They proved the Vegas Blackjack System was beatable...by beating the hell out of it.","2008-03-27","[18, 80]","PG-13",2,"Kevin Spacey"
"1547",11918,"Superhero Movie",25871834,35000000,"en",11.224,85,5.1,990,"The greatest Superhero movie of all time! (not counting all the others)","2008-03-27","[28, 35, 878]","PG-13",1,"Sara Paxton"
"1548",11887,"High School Musical 3: Senior Year",252909177,11000000,"en",10.725,116,6.5,2398,"","2008-10-11","[35, 18, 10751, 10402, 10749]","G",1,"Vanessa Hudgens"
"1549",18198,"Barbie Mariposa",0,0,"en",16.949,75,6.4,251,"","2008-02-08","[16, 14, 10751]","G",1,"Chiara Zanni"
"1550",12184,"The Other Boleyn Girl",78269970,35000000,"en",14.006,115,6.6,1193,"Two sisters divided for the love of a king.","2008-02-28","[18, 10749]","PG-13",1,"Scarlett Johansson"
"1551",20497,"Ballet Shoes",0,0,"en",15.255,85,6.4,189,"Dreams do come true.","2008-08-26","[10770, 18, 10751]","PG",1,"Yasmin Paige"
"1552",14072,"Rab Ne Bana Di Jodi",0,0,"hi",8.598,167,6.7,131,"","2008-12-11","[35, 18, 10749]","PG",2,"Vinay Pathak"
"1553",12222,"Horton Hears a Who!",297138014,85000000,"en",12.801,88,6.3,2011,"A persons a person no matter how small!","2008-03-03","[12, 16, 35, 14, 10751]","G",2,"Steve Carell"
"1554",10185,"The Midnight Meat Train",3533227,15000000,"en",8.752,98,6,534,"The most terrifying ride you'll ever take","2008-08-07","[27, 9648]","R",2,"Vinnie Jones"
"1555",13056,"Punisher: War Zone",10089373,20500000,"en",9.689,102,5.7,617,"Vengeance has a name","2008-12-05","[28, 80]","R",2,"Dominic West"
"1556",8359,"Kit Kittredge: An American Girl",0,0,"en",15.046,101,6.3,83,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.","2008-07-02","[35, 18, 10751]","G",2,"Chris O'Donnell"
"1557",8676,"Fool's Gold",111231041,70000000,"en",10.436,112,5.6,879,"This February True Love Takes a Dive.","2008-02-07","[12, 35, 10749]","PG-13",1,"Kate Hudson"
"1558",1735,"The Mummy: Tomb of the Dragon Emperor",401128639,145000000,"en",14.085,112,5.4,2858,"A New Evil Awakens.","2008-07-01","[28, 12, 14]","PG-13",2,"Jet Li"
"1559",15584,"Dear Zachary: A Letter to a Son About His Father",0,0,"en",9.956,95,8.3,264,"","2008-10-31","[80, 99]","",0,"Andrew Bagby"
"1560",11152,"The Ruins",22700000,8000000,"en",11.076,91,5.7,559,"Terror has evolved.","2008-04-02","[27]","R",2,"Jonathan Tucker"
"1561",13223,"Gran Torino",269958228,33000000,"en",17.502,116,8,6626,"Ever come across somebody you shouldn't have messed with?","2008-12-09","[18]","R",2,"Christopher Carley"
"1562",19995,"Avatar",2787965087,237000000,"en",33.193,162,7.4,20441,"Enter the World of Pandora.","2009-12-10","[28, 12, 14, 878]","PG-13",1,"Zoe Saldana"
"1563",14160,"Up",735099082,175000000,"en",27.242,96,7.9,13713,"","2009-05-28","[16, 35, 10751, 12]","PG",2,"Jordan Nagai"
"1564",534,"Terminator Salvation",371353001,200000000,"en",21.023,115,6,4205,"The End Begins.","2009-05-20","[28, 878, 53]","PG-13",2,"Sam Worthington"
"1565",16869,"Inglourious Basterds",321455689,70000000,"en",24.908,153,8.2,13837,"Once upon a time in Nazi occupied France...","2009-08-18","[18, 28, 53, 10752]","R",1,"Mélanie Laurent"
"1566",767,"Harry Potter and the Half-Blood Prince",933959197,250000000,"en",19.707,153,7.7,11900,"Dark Secrets Revealed","2009-07-07","[12, 14]","PG",2,"Rupert Grint"
"1567",37169,"The Human Centipede (First Sequence)",0,2011799,"en",12.54,92,4.9,1097,"Their flesh is his fantasy","2009-04-26","[27]","R",1,"Ashley C. Williams"
"1568",18239,"The Twilight Saga: New Moon",709827462,50000000,"en",18.791,131,5.8,5823,"The Next Chapter Begins.","2009-03-15","[12, 18, 14, 10749]","PG-13",2,"Robert Pattinson"
"1569",18785,"The Hangover",459270619,35000000,"en",15.933,100,7.3,11502,"Some guys just can't handle Vegas.","2009-06-02","[35]","R",2,"Ed Helms"
"1570",13183,"Watchmen",185258983,130000000,"en",17.911,163,7.3,5702,"Justice is coming to all of us.  No matter what we do.","2009-03-05","[28, 9648, 878]","R",2,"Patrick Wilson"
"1571",19908,"Zombieland",102391540,23600000,"en",27.48,88,7.2,7833,"Nut up or shut up.","2009-10-07","[35, 27]","R",2,"Woody Harrelson"
"1572",15472,"The Girl with the Dragon Tattoo",109421911,13000000,"sv",13.756,152,7.5,1797,"Based on the Worldwide Best Seller","2009-02-27","[80, 18, 9648, 53]","R",1,"Noomi Rapace"
"1573",13811,"Knowing",155446362,50000000,"en",15.526,121,6,3066,"429733","2009-03-19","[28, 12, 18, 9648, 878, 53]","PG-13",1,"Rose Byrne"
"1574",7980,"The Lovely Bones",93525586,65000000,"en",14.79,136,6.9,2554,"The story of a life and everything that came after...","2009-12-26","[18, 14]","PG-13",1,"Rachel Weisz"
"1575",23398,"Alvin and the Chipmunks: The Squeakquel",443140005,75000000,"en",14.423,88,5.5,1762,"The Boys are back in town... and they have competition.","2009-12-21","[16, 35, 14, 10402, 10751]","PG",2,"David Cross"
"1576",13475,"Star Trek",385680446,150000000,"en",16.245,127,7.4,6919,"The future begins.","2009-05-06","[28, 12, 878]","PG-13",2,"Zachary Quinto"
"1577",14161,"2012",769653595,200000000,"en",19.637,158,5.7,8373,"We Were Warned.","2009-10-10","[28, 12, 878]","PG-13",1,"Amanda Peet"
"1578",38810,"Dogtooth",110197,275576,"el",10.488,98,7.2,918,"The cat is the most feared animal there is!","2009-06-01","[18]","",1,"Michele Valley"
"1579",19913,"(500) Days of Summer",60722734,7500000,"en",15.898,95,7.2,6320,"This is not a love story. This is a story about love.","2009-07-17","[35, 18, 10749]","PG-13",1,"Zooey Deschanel"
"1580",10198,"The Princess and the Frog",270997378,105000000,"en",18.846,97,7,3164,"Every Love Story Begins With a Kiss...","2009-12-08","[16, 10749, 10751]","G",2,"Bruno Campos"
"1581",15512,"Monsters vs Aliens",381509870,175000000,"en",13.625,94,6.1,2922,"When aliens attack, monsters fight back.","2009-03-19","[12, 16, 878, 10751]","PG",2,"Seth Rogen"
"1582",33613,"The Girl Who Kicked the Hornet's Nest",43498108,4000000,"sv",8.667,147,7,801,"There's A Storm Coming","2009-11-27","[28, 80, 9648, 53]","R",1,"Noomi Rapace"
"1583",14869,"G.I. Joe: The Rise of Cobra",302469017,175000000,"en",14.565,118,5.7,3116,"When all else fails, they don't.","2009-08-04","[12, 28, 53, 878]","PG-13",2,"Channing Tatum"
"1584",12244,"9",48428063,30000000,"en",17.063,79,6.8,2195,"When our world ended their mission began.","2009-08-19","[28, 12, 16, 878, 53]","PG-13",2,"Martin Landau"
"1585",19585,"G-Force",292817841,150000000,"en",12.573,88,5.2,1078,"The world needs bigger heroes","2009-07-21","[28, 12, 35, 14, 10751]","PG",1,"Penélope Cruz"
"1586",14912,"18 Year Old Virgin",0,0,"en",11.935,86,3.5,68,"She Has One Night to Lose it All. Not as Easy as You'd Think.","2009-01-20","[35]","R",1,"Lauren Walsh"
"1587",10184,"He's Just Not That Into You",178866158,40000000,"en",14.103,129,6.4,2261,"Are you the exception... or the rule?","2009-02-06","[35, 18, 10749]","PG-13",1,"Jennifer Aniston"
"1588",10528,"Sherlock Holmes",524028679,90000000,"en",13.625,129,7.2,9928,"Nothing escapes him.","2009-12-23","[28, 12, 80, 9648]","PG-13",2,"Jude Law"
"1589",13448,"Angels & Demons",356613439,150000000,"en",12.346,138,6.6,4396,"The holiest event of our time. Perfect for their return.","2009-05-13","[9648, 53]","PG-13",2,"Ewan McGregor"
"1590",41498,"One Piece Film: Strong World",5.3e+07,0,"ja",10.619,114,7.5,151,"","2009-12-12","[12, 16, 14]","PG-13",2,"Kazuya Nakai"
"1591",31011,"Mr. Nobody",2331721,47000000,"en",14.784,156,7.9,3791,"Nothing is real, everything is possible.","2009-11-06","[18, 14, 878, 10749]","NR",1,"Sarah Polley"
"1592",19901,"Daybreakers",51416464,20000000,"en",10.151,98,6.2,1124,"In 2019, The Most Precious Natural Resource... Is Us.","2009-09-11","[28, 14, 27, 878]","R",2,"Sam Neill"
"1593",16866,"Planet 51",104945765,70000000,"en",9.993,91,5.7,1244,"Something strange is coming to their planet...Us!","2009-11-19","[12, 16, 35, 878, 10751]","PG",2,"Seann William Scott"
"1594",17654,"District 9",210819611,30000000,"en",11.725,112,7.4,6052,"You are not welcome here.","2009-08-05","[878]","R",2,"Jason Cope"
"1595",28178,"Hachi: A Dog's Tale",47801389,16000000,"en",14.593,93,8,4098,"A true story of faith, devotion and undying love.","2009-06-13","[18, 10751]","G",1,"Joan Allen"
"1596",14836,"Coraline",124596398,60000000,"en",17.026,100,7.6,3611,"Be careful what you wish for.","2009-02-05","[16, 10751]","PG",1,"Teri Hatcher"
"1597",23823,"Wrong Turn 3: Left for Dead",0,0,"en",9.7,91,5.1,486,"What you don't see will kill you.","2009-10-20","[27, 53]","NR",1,"Janet Montgomery"
"1598",18405,"The Last House on the Left",32721635,15000000,"en",10.809,110,6.4,923,"If someone hurt someone you love, how far would you go to get revenge?","2009-03-13","[80, 53, 27, 18]","R",2,"Michael Bowen"
"1599",30018,"Mother",17112713,5000000,"ko",9.905,129,7.8,471,"She'll stop at nothing","2009-05-28","[80, 18, 9648, 53]","R",2,"Won Bin"
"1600",18162,"Land of the Lost",68688831,100000000,"en",10.61,102,5.4,732,"Right place. Wrong time.","2009-06-05","[12, 35, 878, 10751]","PG-13",1,"Anna Friel"
"1601",15092,"Crank: High Voltage",34560577,20000000,"en",15.393,96,6,1620,"Stay Charged, Stay Alive!","2009-04-16","[28, 80, 53]","R",1,"Amy Smart"
"1602",27205,"Inception",825532764,160000000,"en",34.237,148,8.3,24728,"Your mind is the scene of the crime.","2010-07-15","[28, 12, 878]","PG-13",2,"Joseph Gordon-Levitt"
"1603",10138,"Iron Man 2",623933331,200000000,"en",22.326,124,6.8,13818,"It's not the armor that makes the hero, but the man inside.","2010-04-28","[28, 12, 878]","PG-13",1,"Gwyneth Paltrow"
"1604",12444,"Harry Potter and the Deathly Hallows: Part 1",954305868,250000000,"en",23.59,146,7.8,12139,"One Way… One Fate… One Hero.","2010-10-17","[12, 14]","PG-13",1,"Emma Watson"
"1605",10191,"How to Train Your Dragon",494878759,165000000,"en",22.232,100,7.7,8621,"One adventure will change two worlds","2010-03-10","[12, 16, 14, 10751]","PG",2,"Gerard Butler"
"1606",12155,"Alice in Wonderland",1025467110,200000000,"en",20.134,108,6.6,9749,"You're invited to a very important date","2010-03-03","[12, 14, 10751]","PG",2,"Johnny Depp"
"1607",51739,"The Secret World of Arrietty",145570827,23000000,"ja",14.911,94,7.6,1430,"Do not be seen by humans. That's been the law of children of the underfloor.","2010-07-16","[14, 16, 10751]","G",2,"Ryunosuke Kamiki"
"1608",20352,"Despicable Me",543513985,69000000,"en",23.936,95,7.2,10952,"Superbad. Superdad.","2010-07-08","[16, 35, 10751]","PG",2,"Jason Segel"
"1609",11324,"Shutter Island",294804195,80000000,"en",23.521,138,8.1,14572,"Someone is missing","2010-02-14","[18, 9648, 53]","R",2,"Mark Ruffalo"
"1610",10193,"Toy Story 3",1066969703,200000000,"en",17.524,103,7.8,9681,"No toy gets left behind.","2010-06-16","[16, 35, 10751]","G",2,"Tim Allen"
"1611",38757,"Tangled",591794936,260000000,"en",18.009,100,7.6,7261,"They're taking adventure to new lengths.","2010-11-24","[16, 10751]","PG",2,"Zachary Levi"
"1612",24021,"The Twilight Saga: Eclipse",698491347,68000000,"en",17.759,124,6.1,5543,"It all begins... with a choice.","2010-06-23","[12, 18, 14, 10749]","PG-13",2,"Robert Pattinson"
"1613",38055,"Megamind",321885765,130000000,"en",15.076,96,6.8,4135,"His brain is off the chain.","2010-10-28","[28, 16, 35, 878, 10751]","PG",2,"Brad Pitt"
"1614",9543,"Prince of Persia: The Sands of Time",335154643,150000000,"en",12.372,116,6.2,4529,"Defy the Future","2010-05-19","[28, 12, 14, 10749]","PG-13",1,"Gemma Arterton"
"1615",9543,"Prince of Persia: The Sands of Time",335154643,150000000,"en",12.372,116,6.2,4529,"Defy the Future","2010-05-19","[28, 12, 14, 10749]","PG-13",2,"Ben Kingsley"
"1616",45317,"The Fighter",93617009,25000000,"en",12.727,116,7.3,2640,"Every dream deserves a fighting chance.","2010-12-17","[18]","R",2,"Christian Bale"
"1617",38234,"Undisputed III: Redemption",0,3000000,"en",12.005,96,7.4,351,"One deadly tournament. Last fight for freedom.","2010-05-22","[28, 53]","R",2,"Mykel Shannon Jenkins"
"1618",32657,"Percy Jackson & the Olympians: The Lightning Thief",226497209,95000000,"en",16.924,119,6.1,4849,"Worlds Collide","2010-02-01","[12, 14, 10751]","PG",2,"Brandon T. Jackson"
"1619",44214,"Black Swan",327803731,13000000,"en",15.39,108,7.6,9373,"","2010-12-03","[18, 53, 27]","R",1,"Mila Kunis"
"1620",37799,"The Social Network",224920315,40000000,"en",15.741,121,7.3,7064,"You don't get to 500 million friends without making a few enemies.","2010-10-01","[18]","PG-13",2,"Andrew Garfield"
"1621",39514,"RED",71664962,58000000,"en",17.771,111,6.6,4540,"Still armed. Still dangerous. Still got it.","2010-10-13","[28, 12, 35, 80, 53]","PG-13",2,"Morgan Freeman"
"1622",44603,"Hereafter",105197635,50000000,"en",8.738,129,6,973,"Touched by death. Changed by life.","2010-10-22","[18, 14]","PG-13",1,"Bryce Dallas Howard"
"1623",23483,"Kick-Ass",96188903,28000000,"en",14.205,117,7.1,8289,"Shut up. Kick ass.","2010-03-22","[28, 80]","R",1,"Chloë Grace Moretz"
"1624",45269,"The King's Speech",414211549,15000000,"en",15.283,118,7.7,5694,"Find your voice.","2010-09-06","[18, 36]","R",2,"Colin Firth"
"1625",41592,"StreetDance 3D",18144030,5773100,"en",11.593,98,6.3,246,"","2010-05-19","[18, 10402, 10749]","R",0,"Richard Winsor"
"1626",27578,"The Expendables",274470394,80000000,"en",16.092,103,6.1,5120,"Choose Your Weapon.","2010-08-03","[28, 12, 53]","R",2,"Jason Statham"
"1627",35019,"Nanny McPhee and the Big Bang",93246388,35000000,"en",8.708,109,6.2,1111,"You'll Believe That Pigs Can Fly!","2010-03-26","[35, 14, 10751]","PG",2,"Asa Butterfield"
"1628",20662,"Robin Hood",310669540,200000000,"en",13.431,140,6.3,2885,"Rise and rise again, until lambs become lions.","2010-05-12","[28, 12, 18]","PG-13",1,"Cate Blanchett"
"1629",27576,"Salt",293329073,110000000,"en",17.643,100,6.3,3601,"Who is Salt?","2010-07-21","[28, 9648, 53]","PG-13",2,"Liev Schreiber"
"1630",41216,"Legend of the Guardians: The Owls of Ga'Hoole",140073390,80000000,"en",14.187,97,6.6,1400,"On his way to finding a legend...he will become one.","2010-07-10","[12, 16, 14, 10751]","PG",1,"Abbie Cornish"
"1631",41439,"Saw 3D",136150434,20000000,"en",13.842,90,6,1708,"The Traps Come Alive","2010-10-21","[80, 27]","R",2,"Costas Mandylor"
"1632",16290,"Jackass 3D",117224271,20000000,"en",9.927,94,6.4,760,"Don't try this at home","2010-10-15","[35, 99, 28]","R",2,"Bam Margera"
"1633",52371,"LelleBelle",0,0,"nl",12.435,90,4.9,44,"","2010-10-08","[10402, 10749]","",0,"Benja Bruijning"
"1634",49018,"Insidious",97009150,1500000,"en",15.865,103,6.9,4070,"It's not the house that's haunted.","2010-09-13","[27, 53]","PG-13",1,"Rose Byrne"
"1635",10192,"Shrek Forever After",752600867,165000000,"en",14.888,93,6.2,4371,"It ain't Ogre... Til it's Ogre","2010-05-16","[12, 16, 35, 14, 10751]","PG",2,"Eddie Murphy"
"1636",10140,"The Chronicles of Narnia: The Voyage of the Dawn Treader",415686217,155000000,"en",14.727,113,6.4,3651,"Return to magic. Return to hope. Return to Narnia.","2010-08-13","[12, 14, 10751]","PG",2,"Skandar Keynes"
"1637",51620,"Death Race 2",0,7000000,"en",10.035,96,5.6,644,"10 killer drivers, 20,000 rounds of ammo. 1 survivor.","2010-11-12","[28, 53, 878]","R",2,"Sean Bean"
"1638",51736,"Bloomington",0,0,"en",12.48,83,6.7,78,"","2010-06-23","[18, 10749]","",1,"Sarah Stouffer"
"1639",43947,"I Spit on Your Grave",572809,2000000,"en",11.893,108,6.4,1137,"It's date night","2010-06-17","[80, 27, 53]","R",2,"Daniel Franzese"
"1640",22538,"Scott Pilgrim vs. the World",47664559,60000000,"en",13.785,112,7.4,4445,"An epic of epic epicness.","2010-08-12","[28, 35, 10402, 10749]","PG-13",1,"Mary Elizabeth Winstead"
"1641",73861,"A Serbian Film",0,0,"sr",12.232,104,5.5,930,"Not all films have a happy ending.","2010-06-16","[80, 27, 53]","NC-17",2,"Sergej Trifunović"
"1642",23168,"The Town",154026136,37000000,"en",11.198,125,7.2,2739,"Welcome to the bank robbery capital of America.","2010-09-15","[80, 18, 53]","R",1,"Rebecca Hall"
"1643",86331,"Desire",0,1344000,"fr",20.993,103,4.7,215,"","2011-09-14","[18, 10749]","R",1,"Hélène Zimmer"
"1644",39538,"Contagion",137551594,60000000,"en",73.361,106,6.4,2547,"Nothing spreads like fear","2011-09-08","[18, 878, 53]","PG-13",2,"Matt Damon"
"1645",12445,"Harry Potter and the Deathly Hallows: Part 2",1341511219,125000000,"en",28.689,130,8.1,12995,"It all ends here.","2011-07-07","[12, 14]","PG-13",2,"Rupert Grint"
"1646",10195,"Thor",449326618,150000000,"en",26.42,115,6.7,14225,"Two worlds. One hero.","2011-04-21","[12, 14, 28]","PG-13",1,"Natalie Portman"
"1647",1865,"Pirates of the Caribbean: On Stranger Tides",1045713802,380000000,"en",25.473,136,6.4,9468,"Live Forever Or Die Trying.","2011-05-14","[28, 12, 14]","PG-13",1,"Penélope Cruz"
"1648",56292,"Mission: Impossible - Ghost Protocol",694713380,145000000,"en",24.927,133,7,6690,"No Plan. No Backup. No Choice.","2011-12-07","[28, 12, 53]","PG-13",1,"Paula Patton"
"1649",49013,"Cars 2",559852396,200000000,"en",17.48,106,5.9,4622,"Ka-ciao!","2011-06-11","[16, 10751, 12, 35]","G",2,"Larry the Cable Guy"
"1650",44912,"Green Lantern",219851172,200000000,"en",12.651,114,5.1,4824,"In our darkest hour, there will be light.","2011-06-16","[28, 12, 878, 53]","PG-13",1,"Blake Lively"
"1651",50619,"The Twilight Saga: Breaking Dawn - Part 1",712171856,110000000,"en",20.229,117,6,5693,"Forever is just the beginning","2011-03-15","[12, 14, 10749]","PG-13",2,"Robert Pattinson"
"1652",58574,"Sherlock Holmes: A Game of Shadows",334615000,125000000,"en",15.989,129,7.1,7080,"The game is afoot.","2011-11-22","[28, 12, 80, 9648]","PG-13",2,"Jude Law"
"1653",45772,"Gnomeo & Juliet",189712432,36000000,"en",17.787,84,5.8,1245,"A LITTLE ADVENTURE GOES A LAWN WAY.","2011-01-13","[16, 10751]","G",1,"Emily Blunt"
"1654",77338,"The Intouchables",426480871,13000000,"fr",15.897,113,8.2,11101,"Sometimes you have to reach into someone else's world to find out what's missing in your own.","2011-11-02","[35, 18]","R",2,"Omar Sy"
"1655",1771,"Captain America: The First Avenger",370569774,140000000,"en",14.769,124,6.9,14262,"When patriots become heroes","2011-07-22","[28, 12, 878]","PG-13",1,"Hayley Atwell"
"1656",74997,"The Human Centipede 2 (Full Sequence)",0,0,"en",20.853,91,4.5,697,"100% medically INaccurate.","2011-10-06","[18, 27, 80]","",1,"Ashlynn Yennie"
"1657",49530,"In Time",173930596,40000000,"en",18.455,109,6.9,7080,"Time Is Power","2011-10-27","[28, 878, 53]","PG-13",1,"Amanda Seyfried"
"1658",38050,"The Adjustment Bureau",127869379,50200000,"en",11.786,106,6.7,2911,"Fight for your fate.","2011-03-03","[878, 53, 10749]","PG-13",1,"Emily Blunt"
"1659",101411,"23-F: la pelÃ­cula",0,0,"es",14.18,105,5.9,20,"","2011-02-23","[18, 36]","PG-13",NA,NA
"1660",49730,"Red Riding Hood",89162162,42000000,"en",13.873,100,5.9,2116,"Who's afraid?","2011-03-11","[14, 27, 53]","PG-13",2,"Gary Oldman"
"1661",61791,"Rise of the Planet of the Apes",482860185,93000000,"en",18.363,105,7.2,8004,"Evolution Becomes Revolution.","2011-08-03","[28, 18, 878, 53]","PG-13",2,"Andy Serkis"
"1662",59440,"Warrior",23057115,25000000,"en",11.792,140,7.8,2468,"Family is Worth Fighting For","2011-09-09","[18, 28]","PG-13",1,"Jennifer Morrison"
"1663",23629,"Sucker Punch",89792502,82000000,"en",17.563,110,6.1,3016,"You will be unprepared","2011-03-24","[28, 14, 53]","PG-13",1,"Abbie Cornish"
"1664",55301,"Alvin and the Chipmunks: Chipwrecked",342695435,75000000,"en",16.196,87,5.6,1260,"This holiday it's gonna get squeaky.","2011-12-14","[16, 35, 14, 10402, 10751]","G",2,"David Cross"
"1665",44896,"Rango",245724603,135000000,"en",13.403,107,6.6,3846,"Heroes come in all different colors.","2011-03-02","[16, 35, 10751, 37, 12]","PG",1,"Isla Fisher"
"1666",65754,"The Girl with the Dragon Tattoo",232617430,90000000,"en",12.764,158,7.3,4404,"Evil shall with evil be expelled.","2011-12-14","[80, 18, 9648, 53]","R",1,"Rooney Mara"
"1667",27582,"The Mechanic",51070807,40000000,"en",14.24,93,6.3,1890,"Someone has to fix the problems.","2011-01-13","[28, 53, 80]","R",2,"Ben Foster"
"1668",44826,"Hugo",185770160,170000000,"en",17.032,126,7.1,4683,"One of the most legendary directors of our time takes you on an extraordinary adventure.","2011-11-22","[12, 18, 10751]","PG",1,"Chloë Grace Moretz"
"1669",17578,"The Adventures of Tintin",371940071,130000000,"en",15.319,107,6.8,3603,"This year, discover how far adventure will take you.","2011-10-25","[12, 16, 9648]","PG",2,"Andy Serkis"
"1670",51876,"Limitless",161849455,27000000,"en",17.178,105,7.2,7042,"What if a pill could make you rich and powerful?","2011-03-08","[53, 9648, 878]","PG-13",2,"Robert De Niro"
"1671",49444,"Kung Fu Panda 2",665692281,150000000,"en",19.125,91,6.8,4141,"Prepare for the Year of Awesomeness!","2011-05-25","[16, 10751]","PG",1,"Angelina Jolie"
"1672",64690,"Drive",78054825,15000000,"en",19.364,100,7.5,7678,"Get In. Get Out. Get Away","2011-08-06","[28, 80, 18, 53]","R",1,"Carey Mulligan"
"1673",60308,"Moneyball",110206216,50000000,"en",13.228,134,7.2,2600,"What are you really worth?","2011-09-22","[18]","PG-13",2,"Jonah Hill"
"1674",49849,"Cowboys & Aliens",174822325,163000000,"en",16.411,119,5.5,3420,"First Contact. Last Stand.","2011-07-29","[28, 878, 53, 37]","PG-13",1,"Olivia Wilde"
"1675",39513,"Paul",97552050,40000000,"en",12.499,104,6.5,3392,"Who's up for a close encounter?","2011-02-14","[12, 35, 878]","R",2,"Simon Pegg"
"1676",39254,"Real Steel",299268508,110000000,"en",14.657,127,6.8,5064,"If you get one shot, make it real.","2011-09-28","[28, 18, 878]","PG-13",2,"Dakota Goyo"
"1677",59965,"Abduction",82087155,35000000,"en",9.808,106,5.8,2000,"They stole his life. He's taking it back.","2011-09-22","[53, 28, 9648]","PG-13",1,"Lily Collins"
"1678",51052,"Arthur Christmas",0,10000000,"en",9.248,97,6.7,815,"Ever wonder how 2 Billion presents get delivered all in 1 night?","2011-11-10","[18, 16, 10751, 35]","PG",2,"Hugh Laurie"
"1679",50544,"Friends with Benefits",150483765,35000000,"en",12.862,109,6.6,5281,"","2011-07-21","[10749, 35]","R",1,"Mila Kunis"
"1680",48138,"Unknown",130786397,30000000,"en",9.421,113,6.6,2305,"Take Back Your Life","2011-02-16","[28, 9648, 53]","PG-13",1,"Diane Kruger"
"1681",414419,"Kill Bill: The Whole Bloody Affair",0,30000000,"en",16.308,247,8,473,"","2011-03-28","[28, 80]","R",1,"Uma Thurman"
"1682",52451,"The Three Musketeers",132274484,75000000,"en",12.576,110,5.8,1777,"Every legend has a new beginning.","2011-08-31","[28, 12, 53]","PG-13",2,"Orlando Bloom"
"1683",24428,"The Avengers",1519557910,220000000,"en",32.462,143,7.7,21641,"Some assembly required.","2012-04-25","[28, 12, 878]","PG-13",2,"Chris Evans"
"1684",75780,"Jack Reacher",218340595,60000000,"en",16.197,130,6.5,4516,"The Law Has Limits. He Does Not.","2012-12-20","[80, 18, 53, 28]","PG-13",1,"Rosamund Pike"
"1685",62177,"Brave",538983207,185000000,"en",30.464,93,6.9,9105,"Change your fate.","2012-06-21","[28, 12, 16, 35, 14, 10751]","PG",2,"Billy Connolly"
"1686",49026,"The Dark Knight Rises",1081041287,250000000,"en",26.638,165,7.7,15402,"The Legend Ends","2012-07-16","[28, 80, 18, 53]","PG-13",2,"Michael Caine"
"1687",68718,"Django Unchained",425368238,100000000,"en",33.118,165,8.1,17583,"The D is silent. Payback won't be","2012-12-25","[18, 37]","R",2,"Christoph Waltz"
"1688",37724,"Skyfall",1108561013,200000000,"en",23.674,143,7.1,11273,"Think on your sins.","2012-10-25","[28, 12, 53]","PG-13",1,"Judi Dench"
"1689",49051,"The Hobbit: An Unexpected Journey",1021103568,250000000,"en",25.693,169,7.2,13069,"From the smallest beginnings come the greatest legends.","2012-11-26","[28, 12, 14]","PG-13",2,"Martin Freeman"
