"","id","film","revenue","budget","language","popularity","runtime","vote.average","vote.count","tagline","release.date","genres","certification","gender","actor.name"
"490",9728,"Friday the 13th Part III",36690067,4000000,"en",8.993,95,5.8,649,"a new dimension in terror...","1982-08-13","[27, 53]","R",2,"Paul Kratka"
"491",13342,"Fast Times at Ridgemont High",27092880,4500000,"en",9.135,90,6.9,651,"Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?","1982-08-13","[35, 18]","R",1,"Jennifer Jason Leigh"
"492",12104,"Pink Floyd: The Wall",22244207,12000000,"en",8.56,95,8,749,"The Memories. The Madness. The Music... The Movie.","1982-07-14","[10402]","R",1,"Christine Hargreaves"
"493",11704,"The Secret of NIMH",14665733,7000000,"en",7.388,82,7.5,459,"Right before your eyes and beyond your wildest dreams.","1982-06-17","[12, 16, 14, 10751]","G",1,"Elizabeth Hartman"
"494",609,"Poltergeist",122200000,10700000,"en",13.899,114,7.1,1556,"They're here","1982-06-04","[27]","PG",1,"JoBeth Williams"
"495",16281,"Creepshow",21028755,8000000,"en",7.979,120,6.8,471,"The Most Fun You'll Ever Have... BEING SCARED!","1982-11-12","[27, 35]","R",1,"Adrienne Barbeau"
"496",15739,"Annie",57059003,50000000,"en",6.378,127,6.4,404,"The movie of 'Tomorrow'","1982-06-18","[35, 18, 10751]","PG",1,"Carol Burnett"
"497",262,"The King of Comedy",0,20000000,"en",6.877,109,7.7,974,"It's No Laughing Matter.","1982-12-18","[35, 18]","PG",2,"Jerry Lewis"
"498",11639,"The Dark Crystal",40577001,15000000,"en",7.087,93,7.2,589,"Another World, Another Time... In the Age of Wonder.","1982-12-17","[12, 16, 14, 10751]","PG",1,"Kathryn Mullen"
"499",10676,"Halloween III: Season of the Witch",14400000,2500000,"en",8.568,98,5,599,"the night no one came home.","1982-10-22","[27, 9648, 878]","R",1,"Stacey Nelkin"
"500",2665,"Airplane II: The Sequel",27150534,0,"en",6.706,85,6,542,"For the ride of your life... All you need for Christmas are your two front seats!","1982-12-10","[35]","PG",1,"Julie Hagerty"
"501",154,"Star Trek II: The Wrath of Khan",96800000,12000000,"en",8.407,113,7.5,1116,"At the end of the universe lies the beginning of vengeance.","1982-06-04","[28, 12, 878, 53]","PG",2,"Leonard Nimoy"
"502",9343,"Fitzcarraldo",0,7362000,"de",6.243,157,7.7,332,"","1982-03-04","[28, 12, 18]","PG",2,"Miguel Ángel Fuentes"
