"","id","film","popularity","vote.average","vote.count","release.date","gender","year","gen1","genreF","pop1","name"
"3803",9277,"The Sting",13.632,8.1,1285,"1973-12-25",2,"1973","gm4","18",2.61241997008696,"Drama"
"3804",10648,"Magnum Force",9.586,7.2,502,"1973-12-23",2,"1973","gm4","18",2.26030370073744,"Drama"
"3805",9040,"Serpico",8.466,7.6,941,"1973-12-05",NA,"1973","gm4","36",2.13605814209873,"History"
"3806",2362,"Westworld",8.741,6.7,682,"1973-11-21",2,"1973","gm4","18",2.16802459959835,"Drama"
"3807",931,"Don't Look Now",7.951,7,421,"1973-12-03",2,"1973","gm4","53",2.07329770691935,"Thriller"
"3808",11293,"Paper Moon",6.226,7.9,327,"1973-05-09",1,"1973","gm4","18",1.82873407201942,"Drama"
"3809",2926,"The Three Musketeers",8.395,7,145,"1973-12-11",2,"1973","gm4","35",2.1276362905295,"Comedy"
"3810",8703,"Three Wishes for Cinderella",7.322,7.8,182,"1973-11-16",2,"1973","gm4","14",1.99088351469804,"Fantasy"
"3811",15171,"Charlotte's Web",9.216,6.6,203,"1973-03-01",2,"1973","gm4","10402",2.22094110395354,"Music"
"3812",11561,"Sleeper",5.223,7.1,438,"1973-12-17",1,"1973","gm4","10749",1.65307194945416,"Romance"
"3813",12545,"Jesus Christ Superstar",7.405,7.1,311,"1973-08-15",2,"1973","gm4","10402",2.00215544771976,"Music"
"3814",1847,"The Long Goodbye",6.894,7.5,264,"1973-03-07",1,"1973","gm4","18",1.93065146809467,"Drama"
"3815",17897,"The Golden Voyage of Sinbad",6.676,6.6,102,"1973-12-20",1,"1973","gm4","18",1.89851900579959,"Drama"
"3816",682,"The Man with the Golden Gun",17.248,6.5,1022,"1974-12-01",2,"1974","gm4","53",2.84769619472659,"Thriller"
"3817",829,"Chinatown",12.681,7.9,2063,"1974-06-20",1,"1974","gm4","9648",2.54010481025276,"Mystery"
"3818",4176,"Murder on the Orient Express",9.172,7.1,669,"1974-11-22",1,"1974","gm4","53",2.21615536499566,"Thriller"
"3819",16153,"Alice Doesn't Live Here Anymore",8.12,6.9,203,"1974-12-09",2,"1974","gm4","10749",2.09433015417359,"Romance"
"3820",592,"The Conversation",7.959,7.6,775,"1974-04-07",2,"1974","gm4","9648",2.07430336382371,"Mystery"
"3821",16938,"Black Christmas",5.536,6.9,314,"1974-10-11",2,"1974","gm4","53",1.71127221831537,"Thriller"
"3822",47406,"Arabian Nights",6.794,6.9,83,"1974-06-20",2,"1974","gm4","12",1.91603986973839,"Adventure"
"3823",8348,"Thunderbolt and Lightfoot",6.097,6.8,221,"1974-05-23",2,"1974","gm4","28",1.80779684692568,"Action"
"3824",27932,"Airport 1975",7.633,5.7,123,"1974-10-18",1,"1974","gm4","18",2.03248095281633,"Drama"
"3825",8333,"The Taking of Pelham One Two Three",6.515,7.5,216,"1974-10-02",2,"1974","gm4","53",1.87410721057681,"Thriller"
"3826",11942,"Bring Me the Head of Alfredo Garcia",7.188,7,160,"1974-08-07",1,"1974","gm4","18",1.97241296892131,"Drama"
"3827",11123,"Earthquake",7.379,5.8,142,"1974-11-15",1,"1974","gm4","53",1.99863812807623,"Thriller"
"3828",10869,"Herbie Rides Again",6.6,5.9,178,"1974-02-14",2,"1974","gm4","10749",1.88706964903238,"Romance"
"3829",12310,"The Four Musketeers",6.406,6.5,88,"1974-10-31",1,"1974","gm4","35",1.85723505118697,"Comedy"
"3830",11681,"Two Missionaries",5.557,6.5,129,"1974-12-21",2,"1974","gm4","35",1.71505839429778,"Comedy"
"3831",4923,"Zardoz",6.981,6,189,"1974-02-06",1,"1974","gm4","878",1.94319217298826,"Science Fiction"
"3832",22048,"Foxy Brown",4.583,6.6,88,"1974-04-05",2,"1974","gm4","53",1.52235380552699,"Thriller"
"3833",27327,"Phantom of the Paradise",6.462,7.6,283,"1974-10-31",2,"1974","gm4","27",1.86593886740231,"Horror"
"3834",27085,"The Land That Time Forgot",7.328,5.4,76,"1974-08-13",2,"1974","gm4","878",1.99170262737183,"Science Fiction"
"3835",1559,"Sweet Movie",4.816,5.7,62,"1974-06-12",2,"1974","gm4","9648",1.57194370800652,"Mystery"
"3836",17365,"The Parallax View",5.19,6.9,116,"1974-06-14",2,"1974","gm4","53",1.6467336971778,"Thriller"
"3837",762,"Monty Python and the Holy Grail",21.969,7.8,3472,"1975-05-25",2,"1975","gm4","14",3.08963236874704,"Fantasy"
"3838",578,"Jaws",21.501,7.6,5836,"1975-06-18",2,"1975","gm4","53",3.06809944567989,"Thriller"
"3839",5336,"SalÃ², or the 120 Days of Sodom",13.807,6.4,813,"1975-11-22",2,"1975","gm4","10752",2.62517570993402,"War"
"3840",20850,"Ilsa: She Wolf of the SS",11.614,5,86,"1975-10-01",0,"1975","gm4","10752",2.45221126694986,"War"
"3841",3175,"Barry Lyndon",12.561,8,1361,"1975-11-26",1,"1975","gm4","10752",2.53059677570512,"War"
"3842",36685,"The Rocky Horror Picture Show",12.758,7.6,1590,"1975-08-14",1,"1975","gm4","27",2.54615852581976,"Horror"
"3843",968,"Dog Day Afternoon",13.97,7.8,1485,"1975-08-11",2,"1975","gm4","53",2.63691217326887,"Thriller"
"3844",20126,"Deep Red",8.149,7.9,741,"1975-03-07",1,"1975","gm4","53",2.09789522033808,"Thriller"
"3845",11843,"The Return of the Pink Panther",6.588,6.9,254,"1975-05-21",2,"1975","gm4","80",1.88524981231539,"Crime"
"3846",11484,"Rollerball",7.04,6.2,230,"1975-06-25",2,"1975","gm4","878",1.95160817016995,"Science Fiction"
"3847",10711,"French Connection II",5.457,6.8,198,"1975-05-18",2,"1975","gm4","18",1.69689918820409,"Drama"
"3848",3121,"Nashville",6.883,7.4,179,"1975-06-11",1,"1975","gm4","35",1.92905460341623,"Comedy"
"3849",4917,"A Boy and His Dog",6.492,6.3,174,"1975-11-20",1,"1975","gm4","35",1.87057064965234,"Comedy"
"3850",44132,"The Beast",5.149,5.8,71,"1975-08-20",0,"1975","gm4","14",1.638802521064,"Fantasy"
"3851",12223,"The Stepford Wives",6.961,6.7,149,"1975-02-12",1,"1975","gm4","878",1.94032314218653,"Science Fiction"
"3852",13282,"Death Race 2000",6.476,6.1,230,"1975-04-27",1,"1975","gm4","878",1.86810303581539,"Science Fiction"
"3853",32042,"Night Moves",8.504,6.6,107,"1975-06-11",1,"1975","gm4","53",2.14053664103965,"Thriller"
"3854",14821,"Escape to Witch Mountain",6.652,6.4,116,"1975-03-21",2,"1975","gm4","878",1.89491756133068,"Science Fiction"
"3855",9764,"Dersu Uzala",6.469,8.2,200,"1975-08-02",2,"1975","gm4","18",1.86702153706185,"Drama"
"3856",40180,"Fear Over the City",4.697,7.4,99,"1975-04-09",2,"1975","gm4","18",1.54692400704486,"Drama"
"3857",43430,"The Irony of Fate, or Enjoy Your Bath!",6.656,7.5,87,"1975-12-31",1,"1975","gm4","10749",1.89551870351891,"Romance"
"3858",891,"All the President's Men",18.211,7.8,917,"1976-04-04",2,"1976","gm4","9648",2.90202580711368,"Mystery"
"3859",10747,"The Outlaw Josey Wales",10.249,7.5,562,"1976-06-30",2,"1976","gm4","37",2.32718013984943,"Western"
"3860",11482,"The Tenant",7.193,7.7,542,"1976-05-26",1,"1976","gm4","53",1.97310833088522,"Thriller"
"3861",10649,"The Enforcer",7.346,6.8,424,"1976-12-20",1,"1976","gm4","53",1.99415594739748,"Thriller"
"3862",11422,"Midway",9.284,6.5,138,"1976-06-18",2,"1976","gm4","36",2.22829248841219,"History"
"3863",17814,"Assault on Precinct 13",6.871,7.3,502,"1976-11-05",2,"1976","gm4","80",1.92730965604894,"Crime"
"3864",3870,"1900",7.08,7.8,258,"1976-09-01",2,"1976","gm4","10749",1.95727390770563,"Romance"
"3865",6037,"Murder by Death",7.112,7.4,387,"1976-06-23",2,"1976","gm4","9648",1.9617834982116,"Mystery"
"3866",9385,"The Twelve Tasks of Asterix",8.773,7.5,631,"1976-06-26",NA,"1976","gm4","35",2.17167882314625,"Comedy"
"3867",26842,"The Message",5.797,7.3,154,"1976-03-09",1,"1976","gm4","18",1.7573405423576,"Drama"
"3868",11558,"Silver Streak",6.463,6.7,157,"1976-12-03",1,"1976","gm4","53",1.86609360628076,"Thriller"
"3869",19971,"The Little Girl Who Lives Down the Lane",5.85,7,139,"1976-12-25",2,"1976","gm4","53",1.76644166124377,"Thriller"
"3870",19610,"A Star Is Born",6.13,5.9,98,"1976-12-16",2,"1976","gm4","10749",1.81319474994812,"Romance"
"3871",10640,"Futureworld",7.022,5.8,126,"1976-08-13",1,"1976","gm4","878",1.94904807774624,"Science Fiction"
"3872",11372,"The Eagle Has Landed",6.197,6.5,150,"1976-12-24",2,"1976","gm4","28",1.82406530397997,"Action"
"3873",5854,"Family Plot",6.722,6.8,184,"1976-04-09",2,"1976","gm4","53",1.90538572930291,"Thriller"
"3874",4780,"Obsession",8.103,6.6,99,"1976-08-01",1,"1976","gm4","53",2.09223436347859,"Thriller"
"3875",10786,"Robin and Marian",5.319,6.6,96,"1976-03-11",1,"1976","gm4","18",1.67128531576018,"Drama"
"3876",8446,"Bugsy Malone",6.497,6.6,132,"1976-07-22",1,"1976","gm4","18",1.87134053189839,"Drama"
"3877",16084,"Freaky Friday",5.913,6.1,122,"1976-12-17",1,"1976","gm4","10751",1.77715331683869,"Family"
"3878",23761,"Alice Sweet Alice",4.77,6.4,115,"1976-11-13",1,"1976","gm4","53",1.56234630490025,"Thriller"
"3879",12584,"The Shootist",5.219,7.3,161,"1976-08-11",1,"1976","gm4","18",1.65230581266128,"Drama"
"3880",11,"Star Wars",81.485,8.2,12998,"1977-05-25",2,"1977","gm4","878",4.40041895422795,"Science Fiction"
"3881",691,"The Spy Who Loved Me",14.126,6.7,960,"1977-07-07",1,"1977","gm4","53",2.64801707098673,"Thriller"
"3882",11319,"The Rescuers",12.295,6.8,1526,"1977-06-22",1,"1977","gm4","14",2.50919267566816,"Fantasy"
"3883",11009,"Saturday Night Fever",9.354,6.7,963,"1977-12-16",1,"1977","gm4","10402",2.23580405930369,"Music"
"3884",703,"Annie Hall",13.401,7.8,2327,"1977-04-19",1,"1977","gm4","10749",2.59532933103809,"Romance"
"3885",5902,"A Bridge Too Far",8.058,7.2,385,"1977-06-15",2,"1977","gm4","10752",2.08666538676916,"War"
"3886",11006,"Smokey and the Bandit",7.671,6.8,368,"1977-05-26",1,"1977","gm4","35",2.03744698497716,"Comedy"
"3887",11586,"Exorcist II: The Heretic",6.528,4.5,302,"1977-06-17",2,"1977","gm4","14",1.87610061766181,"Fantasy"
"3888",7227,"Airport '77",6.582,5.7,126,"1977-03-11",1,"1977","gm4","18",1.88433865052115,"Drama"
"3889",20416,"The Deep",6.179,6.2,106,"1977-06-17",2,"1977","gm4","12",1.82115644607884,"Adventure"
"3890",12637,"New York, New York",6.739,6.6,211,"1977-06-21",2,"1977","gm4","10749",1.90791154596408,"Romance"
"3891",11935,"Capricorn One",6.656,6.8,219,"1977-12-10",2,"1977","gm4","878",1.89551870351891,"Science Fiction"
"3892",16220,"Wizards",6.617,6.5,95,"1977-02-09",1,"1977","gm4","878",1.88964209502992,"Science Fiction"
"3893",17689,"The Gauntlet",8.296,6.7,235,"1977-12-21",1,"1977","gm4","18",2.11577347092723,"Drama"
"3894",14140,"Herbie Goes to Monte Carlo",5.415,5.8,154,"1977-06-24",2,"1977","gm4","10751",1.68917288045295,"Family"
"3895",10839,"Cross of Iron",6.262,6.9,177,"1977-01-29",2,"1977","gm4","36",1.83449962290421,"History"
"3896",1362,"The Hobbit",6.744,6.1,142,"1977-11-27",2,"1977","gm4","14",1.90865322069955,"Fantasy"
"3897",11940,"Sinbad and the Eye of the Tiger",7.121,6.5,81,"1977-07-15",1,"1977","gm4","14",1.96304816499999,"Fantasy"
"3898",25623,"House",5.628,7.3,237,"1977-08-26",1,"1977","gm4","27",1.72775413925214,"Horror"
"3899",11114,"Pete's Dragon",7.381,6.3,405,"1977-11-03",1,"1977","gm4","14",1.99890913078792,"Fantasy"
"3900",27703,"The Psychic",5.4,7.2,101,"1977-08-10",2,"1977","gm4","53",1.68639895357023,"Thriller"
"3901",28325,"Emanuelle Around the World",3.523,5.5,19,"1977-09-16",2,"1977","gm4","27",1.2593128993591,"Horror"
"3902",1924,"Superman",18.048,7.1,2135,"1978-12-13",1,"1978","gm4","878",2.89303487531565,"Science Fiction"
"3903",123,"The Lord of the Rings",8.222,6.5,406,"1978-11-15",2,"1978","gm4","18",2.10681348847569,"Drama"
"3904",11850,"Invasion of the Body Snatchers",8.803,7.3,468,"1978-12-19",1,"1978","gm4","878",2.17509257247877,"Science Fiction"
"3905",10766,"Damien: Omen II",8.338,6.2,321,"1978-06-09",1,"1978","gm4","27",2.12082337945861,"Horror"
"3906",74849,"The Star Wars Holiday Special",8.03,3,229,"1978-12-01",2,"1978","gm4","878",2.08318452795867,"Science Fiction"
"3907",11837,"Watership Down",8.402,7.2,350,"1978-10-14",2,"1978","gm4","18",2.12846977274719,"Drama"
"3908",13333,"Game of Death",10.063,6.3,308,"1978-03-23",2,"1978","gm4","18",2.3088653309512,"Drama"
"3909",15417,"Every Which Way But Loose",7.828,6.1,231,"1978-12-19",1,"1978","gm4","35",2.05770704953383,"Comedy"
"3910",24831,"Piranha",7.217,5.8,279,"1978-08-03",1,"1978","gm4","878",1.97643935409014,"Science Fiction"
"3911",2182,"Attack of the Killer Tomatoes!",7.244,5,137,"1978-10-01",2,"1978","gm4","878",1.98017354002117,"Science Fiction"
"3912",29143,"Eyes of Laura Mars",6.558,5.8,96,"1978-08-02",2,"1978","gm4","9648",1.88068567842246,"Mystery"
"3913",2153,"The Driver",6.227,7.2,179,"1978-06-08",2,"1978","gm4","18",1.82889467589032,"Drama"
"3914",17339,"Force 10 from Navarone",7.433,6.3,158,"1978-11-01",2,"1978","gm4","53",2.00592954574316,"Thriller"
"3915",15659,"Foul Play",6.519,6.3,104,"1978-07-14",2,"1978","gm4","53",1.8747209899424,"Thriller"
"3916",6081,"Revenge of the Pink Panther",6.588,6.6,215,"1978-01-08",2,"1978","gm4","80",1.88524981231539,"Crime"
"3917",698,"Moonraker",15.245,6.1,1019,"1979-06-26",1,"1979","gm4","878",2.72425158044022,"Science Fiction"
"3918",9453,"Caligula",12.828,5.4,313,"1979-01-21",1,"1979","gm4","10749",2.55163028183091,"Romance"
"3919",152,"Star Trek: The Motion Picture",12.119,6.4,945,"1979-12-07",2,"1979","gm4","878",2.49477446898635,"Science Fiction"
"3920",9659,"Mad Max",14.146,6.7,2422,"1979-04-12",1,"1979","gm4","878",2.6494318986138,"Science Fiction"
"3921",15371,"Lupin the Third: The Castle of Cagliostro",10.35,7.5,488,"1979-12-15",0,"1979","gm4","35",2.33698651971138,"Comedy"
"3922",696,"Manhattan",9.864,7.9,1356,"1979-04-25",1,"1979","gm4","10749",2.28889176586204,"Romance"
"3923",17443,"...And Justice for All",7.543,7.1,225,"1979-10-19",2,"1979","gm4","9648",2.02061998087149,"Mystery"
"3924",9031,"I'm for the Hippopotamus",6.04,6.6,267,"1979-11-30",2,"1979","gm4","35",1.79840401194672,"Comedy"
"3925",659,"The Tin Drum",7.561,7.1,196,"1979-05-02",1,"1979","gm4","10752",2.02300345657613,"War"
"3926",11176,"The Muppet Movie",7.171,7.1,291,"1979-05-31",2,"1979","gm4","35",1.97004511490044,"Comedy"
"3927",9570,"The Black Hole",7.978,5.9,218,"1979-12-18",2,"1979","gm4","878",2.07668775348321,"Science Fiction"
"3928",13570,"Tourist Trap",7.314,6.2,120,"1979-01-25",1,"1979","gm4","53",1.98979031972719,"Thriller"
"3929",29723,"The Concorde... Airport '79",6.204,4.7,80,"1979-08-17",1,"1979","gm4","53",1.82519424531429,"Thriller"
"3930",1891,"The Empire Strikes Back",13.595,8.4,10977,"1980-05-20",2,"1980","gm4","878",2.60970207808443,"Science Fiction"
"3931",8536,"Superman II",10.432,6.6,1299,"1980-12-04",1,"1980","gm4","12",2.3448780051843,"Adventure"
"3932",525,"The Blues Brothers",13.763,7.7,2357,"1980-06-17",2,"1980","gm4","28",2.6219838319974,"Action"
"3933",5689,"The Blue Lagoon",10.141,5.9,980,"1980-07-05",2,"1980","gm4","10749",2.31658661262986,"Romance"
"3934",11953,"Kagemusha",6.997,7.9,303,"1980-04-26",2,"1980","gm4","36",1.94548148576376,"History"
"3935",8738,"The Final Countdown",10.799,6.3,237,"1980-01-31",2,"1980","gm4","10752",2.37945353725062,"War"
"3936",11335,"Popeye",7.001,5.3,320,"1980-12-12",1,"1980","gm4","35",1.94605299599506,"Comedy"
"3937",17169,"Any Which Way You Can",6.998,6,165,"1980-12-17",1,"1980","gm4","35",1.9456243939455,"Comedy"
"3938",11542,"Altered States",5.515,6.7,325,"1980-12-25",1,"1980","gm4","53",1.70747165270547,"Thriller"
"3939",2768,"American Gigolo",7.396,6,306,"1980-02-08",1,"1980","gm4","53",2.00093931352488,"Thriller"
"3940",36599,"Prom Night",7.59,5.6,173,"1980-07-18",1,"1980","gm4","53",2.02683159140754,"Thriller"
"3941",166,"The Party",7.162,6.6,672,"1980-01-01",1,"1980","gm4","35",1.96878927157624,"Comedy"
"3942",80310,"Children's Island",5.615,6.9,7,"1980-12-25",0,"1980","gm4","10751",1.72544158819041,"Family"
"3943",1716,"The Last Metro",6.222,7.4,180,"1980-09-17",2,"1980","gm4","10752",1.82809139847545,"War"
"3944",33518,"Alligator",6.168,5.7,122,"1980-07-02",1,"1980","gm4","53",1.81937463626103,"Thriller"
"3945",13612,"Cheech & Chong's Next Movie",6.464,6.1,123,"1980-07-18",2,"1980","gm4","35",1.86624832121879,"Comedy"
"3946",14807,"The Long Good Friday",6.811,7.3,145,"1980-11-01",1,"1980","gm4","9648",1.91853895225918,"Mystery"
"3947",16633,"Somewhere in Time",6.108,7.3,228,"1980-10-02",1,"1980","gm4","10749",1.80959938735639,"Romance"
"3948",699,"For Your Eyes Only",13.059,6.5,924,"1981-06-23",1,"1981","gm4","53",2.56947755123827,"Thriller"
"3949",387,"Das Boot",11.624,8.1,1104,"1981-09-16",2,"1981","gm4","10752",2.45307192626798,"War"
"3950",11827,"Heavy Metal",11.934,6.4,320,"1981-08-07",1,"1981","gm4","12",2.47939146909989,"Adventure"
"3951",10948,"The Fox and the Hound",15.225,7.1,2002,"1981-07-10",2,"1981","gm4","18",2.72293881359596,"Drama"
"3952",8810,"Mad Max 2",13.509,7.4,1939,"1981-12-24",2,"1981","gm4","878",2.60335612998754,"Science Fiction"
"3953",36819,"Time Bandits",9.984,6.7,489,"1981-07-13",0,"1981","gm4","878",2.30098381162707,"Science Fiction"
"3954",11646,"Gallipoli",7.414,7.2,231,"1981-08-13",2,"1981","gm4","36",2.00337010472854,"History"
"3955",6399,"A Friend Is a Treasure",6.784,6.9,335,"1981-12-09",2,"1981","gm4","35",1.9145668984896,"Comedy"
"3956",10323,"Clash of the Titans",8.379,6.8,375,"1981-03-15",1,"1981","gm4","878",2.12572857563115,"Science Fiction"
"3957",10582,"Hot Bubblegum",9.05,6.5,29,"1981-04-07",2,"1981","gm4","10749",2.20276475771183,"Romance"
"3958",10768,"Omen III: The Final Conflict",7.605,5.6,242,"1981-03-20",2,"1981","gm4","53",2.02880592571126,"Thriller"
"3959",11524,"Thief",8.043,7.2,250,"1981-03-27",1,"1981","gm4","53",2.08480214792193,"Thriller"
"3960",22171,"Ms .45",6.147,6.5,128,"1981-04-24",2,"1981","gm4","53",1.81596415792487,"Thriller"
"3961",26325,"Tarzan, the Ape Man",9.675,3.9,49,"1981-08-07",2,"1981","gm4","35",2.26954523891585,"Comedy"
"3962",19123,"Knock on Wood",6.453,7.1,296,"1981-03-01",2,"1981","gm4","12",1.8645451389537,"Adventure"
"3963",11027,"The Postman Always Rings Twice",6.121,6.5,248,"1981-03-20",1,"1981","gm4","10749",1.81172548186893,"Romance"
"3964",78,"Blade Runner",29.973,7.9,8551,"1982-06-25",2,"1982","gm4","53",3.40029697641899,"Thriller"
"3965",1368,"First Blood",20.571,7.4,3316,"1982-10-22",2,"1982","gm4","53",3.02388231697034,"Thriller"
"3966",1091,"The Thing",15.438,8,3590,"1982-06-25",2,"1982","gm4","878",2.73683200252766,"Science Fiction"
"3967",601,"E.T. the Extra-Terrestrial",16.241,7.5,7302,"1982-06-11",1,"1982","gm4","10751",2.78753890919247,"Family"
"3968",9387,"Conan the Barbarian",15.69,6.7,1319,"1982-04-02",2,"1982","gm4","14",2.75302356674494,"Fantasy"
"3969",150,"48 Hrs.",8.8,6.6,747,"1982-12-07",2,"1982","gm4","35",2.17475172148416,"Comedy"
"3970",11704,"The Secret of NIMH",7.388,7.5,459,"1982-06-17",1,"1982","gm4","14",1.99985706233699,"Fantasy"
"3971",15739,"Annie",6.378,6.4,404,"1982-06-18",1,"1982","gm4","10751",1.85285456858787,"Family"
"3972",11639,"The Dark Crystal",7.087,7.2,589,"1982-12-17",1,"1982","gm4","14",1.95826211982812,"Fantasy"
"3973",10676,"Halloween III: Season of the Witch",8.568,5,599,"1982-10-22",1,"1982","gm4","878",2.14803433314545,"Science Fiction"
"3974",154,"Star Trek II: The Wrath of Khan",8.407,7.5,1116,"1982-06-04",2,"1982","gm4","878",2.12906469215316,"Science Fiction"
"3975",9343,"Fitzcarraldo",6.243,7.7,332,"1982-03-04",2,"1982","gm4","18",1.83146083607961,"Drama"
"3976",14373,"Death Wish II",7.634,6.1,186,"1982-02-20",1,"1982","gm4","53",2.03261195432304,"Thriller"
"3977",10150,"The Last Unicorn",7.126,7.2,256,"1982-11-19",2,"1982","gm4","14",1.96375006718364,"Fantasy"
"3978",9037,"Grease 2",7.633,5.1,420,"1982-06-11",1,"1982","gm4","10749",2.03248095281633,"Romance"
"3979",5961,"Fanny and Alexander",6.734,7.9,337,"1982-12-17",0,"1982","gm4","9648",1.90716932073888,"Mystery"
"3980",24740,"The Entity",8.234,6.4,194,"1982-09-30",2,"1982","gm4","53",2.10827192334771,"Thriller"
"3981",97,"Tron",11.885,6.6,1237,"1982-07-09",2,"1982","gm4","12",2.47527710081216,"Adventure"
"3982",6217,"Cat People",10.54,5.9,209,"1982-04-02",2,"1982","gm4","53",2.35517754311322,"Thriller"
"3983",24266,"The Man from Snowy River",6.274,7,71,"1982-03-02",0,"1982","gm4","37",1.83641410976849,"Western"
"3984",10724,"Firefox",7.427,6.1,253,"1982-06-13",2,"1982","gm4","12",2.00512200868716,"Adventure"
"3985",700,"Octopussy",14.122,6.3,1007,"1983-06-05",1,"1983","gm4","53",2.64773386509416,"Thriller"
"3986",1892,"Return of the Jedi",17.193,8,9139,"1983-05-25",2,"1983","gm4","878",2.84450232423771,"Science Fiction"
"3987",111,"Scarface",17.131,8.1,6310,"1983-12-08",2,"1983","gm4","18",2.84088968774832,"Drama"
"3988",36670,"Never Say Never Again",12.753,6.1,708,"1983-10-07",1,"1983","gm4","53",2.54576653804476,"Thriller"
"3989",9531,"Superman III",9.868,5.4,960,"1983-06-17",2,"1983","gm4","28",2.28929719866711,"Action"
"3990",837,"Videodrome",7.348,7.3,1064,"1983-02-04",1,"1983","gm4","878",1.99442816735288,"Science Fiction"
"3991",9346,"Risky Business",8.857,6.6,651,"1983-08-05",1,"1983","gm4","10749",2.18120810682745,"Romance"
"3992",15301,"Twilight Zone: The Movie",8.923,6.4,373,"1983-06-24",2,"1983","gm4","27",2.18863221291801,"Horror"
"3993",10269,"Yentl",7.735,6.6,110,"1983-11-18",2,"1983","gm4","10749",2.04575548402503,"Romance"
"3994",11336,"The Dead Zone",8.77,7.1,711,"1983-10-21",1,"1983","gm4","53",2.17133680638409,"Thriller"
"3995",232,"Rumble Fish",7.806,7.2,320,"1983-10-20",2,"1983","gm4","18",2.05489266875842,"Drama"
"3996",21519,"Project A",7.847,7.2,176,"1983-12-22",2,"1983","gm4","35",2.06013129314534,"Comedy"
"3997",11948,"Merry Christmas, Mr. Lawrence",5.972,7.5,187,"1983-05-28",0,"1983","gm4","10752",1.78708187967694,"War"
"3998",2193,"My Tutor",6.135,5.6,30,"1983-03-04",0,"1983","gm4","10749",1.81401007816287,"Romance"
"3999",14854,"Lone Wolf McQuade",8.311,6,115,"1983-04-15",2,"1983","gm4","80",2.11757993857089,"Crime"
"4000",7012,"The Day After",8.204,6.9,178,"1983-11-28",2,"1983","gm4","10770",2.10462184021013,"TV Movie"
"4001",10576,"Psycho II",6.836,6.3,312,"1983-06-03",1,"1983","gm4","53",1.92220276525334,"Thriller"
"4002",218,"The Terminator",25.14,7.5,7847,"1984-10-26",2,"1984","gm4","53",3.2244602031621,"Thriller"
"4003",81,"NausicaÃ¤ of the Valley of the Wind",19.491,7.9,1681,"1984-03-11",2,"1984","gm4","14",2.9699528205665,"Fantasy"
"4004",927,"Gremlins",16.121,7.1,3831,"1984-06-07",1,"1984","gm4","35",2.78012276989386,"Comedy"
"4005",90,"Beverly Hills Cop",15.276,7.1,2173,"1984-01-25",2,"1984","gm4","80",2.72628296936327,"Crime"
"4006",279,"Amadeus",15.237,8,2356,"1984-09-06",2,"1984","gm4","10402",2.72372668048722,"Music"
"4007",625,"The Killing Fields",6.544,7.6,347,"1984-11-02",2,"1984","gm4","10752",1.87854859930045,"War"
"4008",9314,"Nineteen Eighty-Four",7.6,6.9,707,"1984-10-10",2,"1984","gm4","53",2.02814824729229,"Thriller"
"4009",9610,"Conan the Destroyer",9.73,6,780,"1984-06-29",1,"1984","gm4","28",2.27521389619791,"Action"
"4010",1880,"Red Dawn",7.247,6.3,393,"1984-08-10",2,"1984","gm4","10752",1.98058759012714,"War"
"4011",841,"Dune",12.486,6.4,1177,"1984-12-14",1,"1984","gm4","12",2.52460801663955,"Adventure"
"4012",11002,"Greystoke: The Legend of Tarzan, Lord of the Apes",7.017,6.2,236,"1984-03-30",2,"1984","gm4","18",1.94833577627015,"Drama"
"4013",9326,"Romancing the Stone",9.268,6.7,949,"1984-03-30",1,"1984","gm4","35",2.22656760657013,"Comedy"
"4014",2619,"Splash",8.253,6.2,706,"1984-03-09",1,"1984","gm4","10749",2.11057677061055,"Romance"
"4015",34584,"The NeverEnding Story",13.928,7.2,2252,"1984-04-05",2,"1984","gm4","14",2.63390120246589,"Fantasy"
"4016",1884,"The Ewok Adventure",8.437,5.5,116,"1984-11-25",1,"1984","gm4","14",2.13262679518349,"Fantasy"
"4017",11368,"Blood Simple",7.765,7.4,636,"1984-09-07",1,"1984","gm4","53",2.04962645660065,"Thriller"
"4018",157,"Star Trek III: The Search for Spock",7.181,6.6,739,"1984-06-01",2,"1984","gm4","12",1.97143864912818,"Adventure"
"4019",11884,"The Last Starfighter",8.392,6.5,382,"1984-07-13",1,"1984","gm4","878",2.127278871094,"Science Fiction"
"4020",24264,"Sheena",5.375,5.3,59,"1984-08-17",2,"1984","gm4","35",1.68175857401373,"Comedy"
"4021",105,"Back to the Future",26.943,8.3,12421,"1985-07-03",2,"1985","gm4","878",3.29372352335692,"Science Fiction"
"4022",707,"A View to a Kill",13.452,6.2,977,"1985-05-24",2,"1985","gm4","53",2.59912779387802,"Thriller"
"4023",1369,"Rambo: First Blood Part II",15.045,6.5,1960,"1985-05-21",2,"1985","gm4","53",2.71104571008201,"Thriller"
"4024",9355,"Mad Max Beyond Thunderdome",13.994,6.1,1512,"1985-06-29",1,"1985","gm4","878",2.6386286663237,"Science Fiction"
"4025",10957,"The Black Cauldron",11.439,6.5,634,"1985-07-24",1,"1985","gm4","10751",2.43702856954354,"Family"
"4026",10372,"Ewoks: The Battle for Endor",9.404,5.2,109,"1985-11-24",2,"1985","gm4","10770",2.24113513067782,"TV Movie"
"4027",11418,"National Lampoon's European Vacation",7.446,6.1,441,"1985-07-25",1,"1985","gm4","10749",2.00767697545053,"Romance"
"4028",11645,"Ran",10.333,8.1,699,"1985-06-01",2,"1985","gm4","36",2.33534265723222,"History"
